,price,quantity,date,vendor,total
262,107.57,120,2025-01-22,biolab,12908.4
263,109.19,2000,2025-04-09,biolab,218380.0
264,105.03,520,2025-04-08,biolab,54615.6
265,102.96,70,2025-03-19,standard_test,7207.2
266,199.04,30,2025-11-14,biolab,5971.2
267,300.88,4100,2025-11-10,med_express,1233608.0
268,152.28,90,2025-04-24,guangzhou_farm,13705.2
269,135.52,120,2025-03-04,biolab,16262.4
270,112.29,2030,2025-03-03,standard_test,227948.7
271,105.88,120,2025-01-23,biolab,12705.6
272,155.14,40,2025-11-26,biolab,6205.599999999999
273,117.05,400,2025-11-12,standard_test,46820.0
274,300.88,700,2025-10-31,med_express,210616.0
275,133.1,450,2025-10-08,standard_test,59895.0
276,165.16,80,2025-03-17,biolab,13212.8
277,160.24,140,2025-03-10,guangzhou_farm,22433.6
278,119.55,750,2025-01-27,standard_test,89662.5
279,167.71,90,2025-06-10,biolab,15093.9
280,160.0,120,2025-11-12,biolab,19200.0
281,209.36,17380,2025-08-28,guangzhou_farm,3638676.8
282,25.08,72770,2025-06-09,free,1825071.6
283,287.77,1400,2025-04-30,med_express,402878.0
284,225.14,54690,2025-05-07,guangzhou_farm,12312906.6
285,189.94,1570,2025-02-18,guangzhou_farm,298205.8
286,26.05,101510,2025-01-24,free,2644335.5
287,300.88,300,2025-10-24,med_express,90264.0
288,300.88,700,2025-04-21,med_express,210616.0
289,299.2,1700,2025-05-26,med_express,508640.0
290,300.88,1000,2025-09-22,med_express,300880.0
291,176.18,50,2025-08-07,biolab,8809.0
292,300.88,600,2025-01-09,med_express,180528.0
293,116.16,1030,2025-09-19,standard_test,119644.8
294,300.88,1400,2025-03-10,med_express,421232.0
295,25.36,4710,2025-10-14,free,119445.6
296,142.78,190,2025-10-02,standard_test,27128.2
297,300.88,1000,2025-11-05,med_express,300880.0
298,111.17,240,2025-06-30,biolab,26680.8
299,29.06,900,2025-11-11,free,26154.0
300,160.93,30,2025-10-01,biolab,4827.900000000001
301,74.26,1260,2025-05-26,eshuer,93567.6
302,300.88,300,2025-04-29,med_express,90264.0
303,168.09,80,2025-04-17,biolab,13447.2
304,180.47,60,2025-03-03,guangzhou_farm,10828.2
305,133.58,50,2025-02-06,standard_test,6679.000000000001
306,80.66,3310,2025-06-24,eshuer,266984.6
307,178.9,100,2025-04-09,guangzhou_farm,17890.0
308,288.76,34800,2025-08-21,med_express,10048848.0
309,142.75,400,2025-10-31,standard_test,57100.0
310,139.76,200,2025-10-30,biolab,27952.0
311,107.71,2350,2025-10-22,standard_test,253118.5
312,142.3,60,2025-09-09,biolab,8538.0
313,127.05,160,2025-04-15,biolab,20328.0
314,90.1,5660,2025-04-16,eshuer,509966.0
315,152.46,430,2025-03-24,biolab,65557.8
316,116.16,950,2025-03-17,standard_test,110352.0
317,152.52,40,2025-02-17,biolab,6100.8
318,122.81,80,2025-01-23,biolab,9824.8
319,300.88,300,2025-10-28,med_express,90264.0
320,286.44,1000,2025-10-28,med_express,286440.0
321,108.42,1560,2025-10-20,biolab,169135.2
322,92.4,2360,2025-10-01,eshuer,218064.0
323,210.18,1910,2025-09-29,guangzhou_farm,401443.8
324,202.5,100,2025-08-30,biolab,20250.0
325,300.88,11700,2025-08-21,med_express,3520296.0
326,300.88,300,2025-07-10,med_express,90264.0
327,119.01,150,2025-04-02,biolab,17851.5
328,129.47,190,2025-04-01,standard_test,24599.3
329,300.88,1100,2025-03-21,med_express,330968.0
330,105.88,90,2025-02-13,biolab,9529.2
331,124.63,90,2025-02-06,standard_test,11216.7
332,111.8,80,2025-01-20,biolab,8944.0
333,257.51,1100,2025-03-13,med_express,283261.0
334,148.49,110,2025-04-23,standard_test,16333.9
335,102.7,2030,2025-11-20,standard_test,208481.0
336,247.15,300,2025-11-10,guangzhou_farm,74145.0
337,121.0,40,2025-10-27,standard_test,4840.0
338,185.32,40,2025-10-16,biolab,7412.799999999999
339,300.88,300,2025-10-21,med_express,90264.0
340,129.57,280,2025-09-26,biolab,36279.6
341,143.99,160,2025-05-26,biolab,23038.4
342,113.2,1520,2025-04-30,standard_test,172064.0
343,158.15,270,2025-03-31,guangzhou_farm,42700.5
344,143.54,110,2025-03-28,standard_test,15789.4
345,133.1,70,2025-03-18,standard_test,9317.0
346,132.91,320,2025-02-28,biolab,42531.2
347,57.28,2360,2025-02-26,eshuer,135180.8
348,138.75,1180,2025-10-27,standard_test,163725.0
349,138.75,1180,2025-02-25,standard_test,163725.0
350,135.52,40,2025-02-13,biolab,5420.8
351,83.16,12720,2025-10-17,eshuer,1057795.2
352,110.62,270,2025-04-10,standard_test,29867.4
353,270.14,2000,2025-11-26,med_express,540280.0
354,154.0,140,2025-03-13,guangzhou_farm,21560.0
355,111.1,200,2025-09-25,biolab,22220.0
356,297.33,3700,2025-04-10,med_express,1100121.0
357,258.36,5600,2025-09-03,med_express,1446816.0
358,111.08,2030,2025-03-18,standard_test,225492.4
359,300.88,9700,2025-02-26,med_express,2918536.0
360,124.78,1950,2025-01-17,standard_test,243321.0
361,127.08,120,2025-01-21,biolab,15249.6
362,127.08,120,2025-01-21,biolab,15249.6
363,168.08,1570,2025-11-24,guangzhou_farm,263885.60000000003
364,168.08,1570,2025-11-24,guangzhou_farm,263885.60000000003
365,134.21,510,2025-11-24,standard_test,68447.1
366,134.21,510,2025-11-24,standard_test,68447.1
367,166.56,2830,2025-08-15,guangzhou_farm,471364.8
368,166.56,2830,2025-08-15,guangzhou_farm,471364.8
369,200.03,140,2025-07-09,guangzhou_farm,28004.2
370,200.03,140,2025-07-09,guangzhou_farm,28004.2
371,118.58,120,2025-03-06,biolab,14229.6
372,118.58,120,2025-03-06,biolab,14229.6
373,126.72,760,2025-02-04,biolab,96307.2
374,126.72,760,2025-02-04,biolab,96307.2
375,112.66,1740,2025-11-07,standard_test,196028.4
376,112.66,1740,2025-11-07,standard_test,196028.4
377,84.85,6230,2025-10-06,eshuer,528615.5
378,84.85,6230,2025-10-06,eshuer,528615.5
379,300.88,300,2025-08-20,med_express,90264.0
380,300.88,300,2025-08-20,med_express,90264.0
381,87.16,1630,2025-02-21,eshuer,142070.8
382,87.16,1630,2025-02-21,eshuer,142070.8
383,192.07,1730,2025-07-24,biolab,332281.1
384,192.07,1730,2025-07-24,biolab,332281.1
385,125.52,850,2025-01-27,biolab,106692.0
386,125.52,850,2025-01-27,biolab,106692.0
387,129.79,320,2025-10-27,standard_test,41532.8
388,129.79,320,2025-10-27,standard_test,41532.8
389,25.08,2360,2025-10-10,free,59188.8
390,25.08,2360,2025-10-10,free,59188.8
391,164.32,40,2025-10-06,biolab,6572.799999999999
392,164.32,40,2025-10-06,biolab,6572.799999999999
393,116.89,100,2025-10-01,biolab,11689.0
394,116.89,100,2025-10-01,biolab,11689.0
395,29.7,9710,2025-09-19,free,288387.0
396,29.7,9710,2025-09-19,free,288387.0
397,264.5,1400,2025-05-27,med_express,370300.0
398,264.5,1400,2025-05-27,med_express,370300.0
399,185.32,180,2025-05-23,biolab,33357.6
400,185.32,180,2025-05-23,biolab,33357.6
401,300.88,700,2025-04-24,med_express,210616.0
402,300.88,700,2025-04-24,med_express,210616.0
403,114.55,7280,2025-04-03,standard_test,833924.0
404,114.55,7280,2025-04-03,standard_test,833924.0
405,139.88,240,2025-02-13,biolab,33571.2
406,139.88,240,2025-02-13,biolab,33571.2
407,139.88,240,2025-02-03,biolab,33571.2
408,139.88,240,2025-02-03,biolab,33571.2
409,64.1,2590,2025-09-19,eshuer,166018.99999999997
410,64.1,2590,2025-09-19,eshuer,166018.99999999997
411,240.12,320,2025-03-19,guangzhou_farm,76838.4
412,127.8,2070,2025-10-22,standard_test,264546.0
413,127.8,2070,2025-10-22,standard_test,264546.0
414,284.91,17600,2025-10-10,med_express,5014416.0
415,284.91,17600,2025-10-10,med_express,5014416.0
416,160.93,30,2025-09-18,biolab,4827.900000000001
417,160.93,30,2025-09-18,biolab,4827.900000000001
418,300.88,300,2025-09-22,med_express,90264.0
419,112.2,320,2025-11-01,standard_test,35904.0
420,190.58,30,2025-10-29,guangzhou_farm,5717.400000000001
421,160.93,1050,2025-09-26,biolab,168976.5
422,121.0,2430,2025-04-17,standard_test,294030.0
423,139.03,310,2025-03-11,biolab,43099.3
424,158.82,80,2025-03-07,biolab,12705.6
425,125.79,590,2025-03-10,standard_test,74216.1
426,300.88,700,2025-03-12,med_express,210616.0
427,153.71,30,2025-02-21,biolab,4611.3
428,115.8,3620,2025-02-19,standard_test,419196.0
429,220.18,600,2025-02-04,guangzhou_farm,132108.0
430,105.88,320,2025-01-21,biolab,33881.6
431,97.16,790,2025-02-17,eshuer,76756.4
432,121.26,2910,2025-04-11,standard_test,352866.60000000003
433,300.88,300,2025-10-14,med_express,90264.0
434,124.51,840,2025-09-03,biolab,104588.4
435,300.88,1100,2025-09-02,med_express,330968.0
436,300.88,4100,2025-09-29,med_express,1233608.0
437,144.12,200,2025-03-25,biolab,28824.0
438,137.64,340,2025-01-17,biolab,46797.6
439,138.91,80,2025-11-12,biolab,11112.8
440,158.14,2130,2025-02-19,guangzhou_farm,336838.19999999995
441,152.46,360,2025-02-17,biolab,54885.600000000006
442,148.27,80,2025-03-28,biolab,11861.6
443,201.8,60,2025-03-04,biolab,12108.0
444,116.16,130,2025-10-07,standard_test,15100.8
445,215.07,1360,2025-03-14,guangzhou_farm,292495.2
446,25.08,4710,2025-04-22,free,118126.8
447,300.88,1100,2025-02-25,med_express,330968.0
448,56.1,790,2025-04-04,eshuer,44319.0
449,121.0,570,2025-10-08,standard_test,68970.0
450,137.94,610,2025-09-03,standard_test,84143.4
451,125.84,3360,2025-06-23,standard_test,422822.4
452,145.2,180,2025-06-24,standard_test,26136.0
453,136.49,520,2025-04-24,standard_test,70974.8
454,114.92,6330,2025-03-17,standard_test,727443.6
455,125.84,3360,2025-03-07,standard_test,422822.4
456,110.4,510,2025-09-30,standard_test,56304.0
457,125.36,40,2025-09-09,biolab,5014.4
458,258.14,1700,2025-07-28,med_express,438838.0
459,95.45,630,2025-03-26,eshuer,60133.5
460,180.64,150,2025-02-26,guangzhou_farm,27096.0
461,95.04,2610,2025-10-16,eshuer,248054.4
462,184.9,90,2025-09-10,biolab,16641.0
463,115.03,3240,2025-06-03,standard_test,372697.2
464,190.84,30,2025-05-28,biolab,5725.2
465,182.95,30,2025-04-30,biolab,5488.5
466,300.88,23500,2025-03-11,med_express,7070680.0
467,190.54,60,2025-02-13,guangzhou_farm,11432.4
468,112.55,320,2025-06-10,biolab,36016.0
469,106.96,240,2025-07-08,biolab,25670.4
470,130.37,1190,2025-10-06,standard_test,155140.30000000002
471,124.31,3530,2025-01-20,biolab,438814.3
472,153.48,40,2025-02-04,biolab,6139.2
473,134.08,280,2025-03-28,biolab,37542.4
474,177.11,280,2025-12-10,biolab,49590.8
475,160.96,230,2025-08-15,biolab,37020.8
476,89.57,300,2025-11-24,eshuer,26871.0
477,54.47,29000,2025-02-27,eshuer,1579630.0
478,131.53,70,2025-08-28,biolab,9207.1
479,115.17,1440,2025-03-18,biolab,165844.8
480,119.81,120,2025-04-04,biolab,14377.2
481,113.45,120,2025-10-13,biolab,13614.0
482,123.77,840,2025-02-13,biolab,103966.8
483,81.18,1260,2025-01-14,eshuer,102286.8
484,173.59,650,2025-08-25,biolab,112833.5
485,144.74,50,2025-03-24,standard_test,7237.0
486,122.93,120,2025-07-02,biolab,14751.6
487,134.29,50,2025-07-14,biolab,6714.5
488,128.44,30,2025-07-28,biolab,3853.2
489,151.8,420,2025-03-10,guangzhou_farm,63756.00000000001
490,177.11,120,2025-09-18,biolab,21253.2
491,185.75,80,2025-10-21,biolab,14860.0
492,370.08,400,2025-01-31,med_express,148032.0
493,86.22,1260,2025-10-24,eshuer,108637.2
494,235.06,90,2025-06-09,guangzhou_farm,21155.4
495,106.58,660,2025-02-12,standard_test,70342.8
496,111.63,320,2025-11-11,standard_test,35721.6
497,170.08,90,2025-03-17,guangzhou_farm,15307.2
498,117.25,200,2025-08-01,standard_test,23450.0
499,105.53,400,2025-12-18,standard_test,42212.0
500,128.57,50,2025-02-03,standard_test,6428.5
501,118.76,240,2025-07-22,biolab,28502.4
502,136.97,80,2025-06-03,standard_test,10957.6
503,142.96,150,2025-12-23,standard_test,21444.0
504,117.8,510,2025-09-19,standard_test,60078.0
505,82.33,2210,2025-02-26,eshuer,181949.3
506,84.14,1180,2025-07-30,eshuer,99285.2
507,208.78,70,2025-08-14,biolab,14614.6
508,187.19,50,2025-08-25,biolab,9359.5
509,190.66,90,2025-02-28,guangzhou_farm,17159.4
510,153.29,90,2025-08-18,guangzhou_farm,13796.1
511,111.08,70,2025-10-29,standard_test,7775.599999999999
512,316.09,400,2025-08-27,med_express,126436.0
513,135.81,50,2025-03-03,standard_test,6790.5
514,133.71,70,2025-04-17,standard_test,9359.7
515,107.99,200,2025-07-30,standard_test,21598.0
516,107.36,680,2025-11-19,biolab,73004.8
517,106.58,200,2025-10-17,standard_test,21316.0
518,119.65,800,2025-04-02,standard_test,95720.0
519,194.38,50,2025-12-17,guangzhou_farm,9719.0
520,149.75,20,2025-04-21,biolab,2995.0
521,370.08,300,2025-03-21,med_express,111024.0
522,41.96,900,2025-06-03,free,37764.0
523,145.28,200,2025-07-21,standard_test,29056.0
524,147.15,70,2025-04-02,biolab,10300.5
525,160.76,80,2025-02-27,guangzhou_farm,12860.8
526,118.8,280,2025-06-26,biolab,33264.0
527,108.0,40,2025-02-21,biolab,4320.0
528,312.54,100,2025-01-29,med_express,31254.000000000004
529,177.58,50,2025-05-07,guangzhou_farm,8879.0
530,38.12,16170,2025-04-01,free,616400.3999999999
531,137.67,30,2025-03-25,standard_test,4130.099999999999
532,113.6,90,2025-01-31,standard_test,10224.0
533,255.75,4500,2025-04-14,med_express,1150875.0
534,116.99,30,2025-01-29,biolab,3509.7
535,115.71,90,2025-11-04,standard_test,10413.9
536,123.84,710,2025-04-10,biolab,87926.40000000001
537,98.17,60,2025-03-14,eshuer,5890.2
538,133.71,50,2025-01-28,standard_test,6685.5
539,89.76,1430,2025-06-24,eshuer,128356.8
540,157.49,40,2025-01-23,biolab,6299.6
541,115.27,120,2025-10-24,standard_test,13832.4
542,128.57,50,2025-05-01,standard_test,6428.5
543,110.06,90,2025-02-18,standard_test,9905.4
544,129.59,30,2025-10-23,biolab,3887.7
545,107.53,200,2025-03-11,standard_test,21506.0
